kor_sent,roman,translation_en,level
옥스퍼드 재학생의 영시 가운데 최고의 작품을 가리는 뉴디게이트상을 받기도 했다,okseupeodeu jaehaksaengui yeongsi gaunde choegoui jakpumeul garineun nyudigeiteusangeul batgido haetda,I was even awarded a Newigate award to point out the best work I've ever done in Oxford's freshmen's book.,5
"옥스퍼드 대학과 유니버시티 칼리지 런던에서 영문학을 가르쳤고, 『타임스 리터러리 써플리먼트』의 부편집장 등을 역임했다","okseupeodeu daehakgwa yunibeositi kalriji reondeoneseo yeongmunhageul gareuchyeotgo, 『taimseu riteoreori sseopeulrimeonteu』ui bupyeonjipjang deungeul yeogimhaetda","He taught English literature at Oxford University and University College London, and he served as vice editor of the Interpretator of the Times Library Sufficement.",6
현재 런던에 거주 중이다,hyeonjae reondeone geoju jungida,I'm currently in London.,2
"『아름다움의 선』으로 2004년 맨부커상을 수상했으며, 『수영장 도서관』(1988)으로 써머싯몸상과 스톤월 도서상을, 『폴딩 스타』(1994)로 제임스테이트블랙 기념상을 받았다","『areumdaumui seon』euro 2004nyeon maenbukeosangeul susanghaesseumyeo, 『suyeongjang doseogwan』(1988)euro sseomeositmomsanggwa seutonwol doseosangeul, 『polding seuta』(1994)ro jeimseuteiteubeulraek ginyeomsangeul badatda","I won the Manbuker Prize in 2004 for beauty, and I received the Summer Sun and the Stonewall Library as the Library of swimming, and I received the James Tate Black Memorial as the '1994.",7
"그밖에 도 『스펠』(1998), 또 한번 맨부커상 후보에 오른 『이방인의 아이』(2011), 『스파숄트 어페어』(2017) 등의 소설과 다수의 시, 단편을 발표했다","geubakke do 『seupel』(1998), tto hanbeon maenbukeosang huboe oreun 『ibanginui ai』(2011), 『seupasyolteu eopeeo』(2017) deungui soseolgwa dasuui si, danpyeoneul balpyohaetda","Other novels, including ""1998"" and ""2011"" and ""2017"" and ""2017"".",8
LGBT(성소수자) 작가 가운데 평생에 걸쳐 두드러진 업적을 남긴 사람에게 수여하는 빌화이트헤드상을 2011년에 수상했다,LGBT(seongsosuja) jakga gaunde pyeongsaenge geolchyeo dudeureojin eopjeogeul namgin saramege suyeohaneun bilhwaiteuhedeusangeul 2011nyeone susanghaetda,The LGBT author won the Bill White Head in 2011 for a lifetime of outstanding achievements.,6
“아~아~잊으랴 어찌 우리 이날을 조국의 원수들이 짓밟아 오던 날을~”6·25의 노래 시작부이다,“a~a~ijeurya eojji uri inareul jogugui wonsudeuri jitbalba odeon nareul~”6·25ui norae sijakbuida,"How can we begin to sing 6/25, when our nation's enemies have been destroying this day?",6
1950년에 발발하여 남북한 인구 600만명 이상의 인명피해를 남기고 전국토의 80%이상을 파괴하였던 6·25 전쟁은 발발 3년 뒤인 1953년 7월에 휴전이 되어 지금에까지 이르고있다,1950nyeone balbalhayeo nambukhan ingu 600manmyeong isangui inmyeongpihaereul namgigo jeonguktoui 80%isangeul pagoehayeotdeon 6·25 jeonjaengeun balbal 3nyeon dwiin 1953nyeon 7wore hyujeoni doeeo jigeumekkaji ireugoitda,"The Six/25 war that broke out in 1950 and destroyed more than 80 percent of the population of the north and south, with over six million lives left behind, ended in July 1953, three years later.",9
1955년 6월은 6·25에 대한 기억이 생생할 때이다,1955nyeon 6woreun 6·25e daehan gieogi saengsaenghal ttaeida,June 1955 is the time for memories of 6/25.,4
1955년 6월 25일에는 6·25 발발 다섯돌을 맞아 국민대회가 폭우를 무릎쓰고 진행되었다고 당시 일간지들은 보도하고 있다,1955nyeon 6wol 25ireneun 6·25 balbal daseotdoreul maja gukmindaehoega pogureul mureupsseugo jinhaengdoeeotdago dangsi ilganjideureun bodohago itda,"On June 25, 1955, newspapers reported that the National Convention was under heavy rains at the foot of five stones, hit by 6/25.",7
하나님께서는 1955년 6월 9일부터 16일까지 대구집회를 마치고 일주일 뒤인 6월 23일부터 30일까지 용산 군인교회에서 집회를 가지셨다,hananimkkeseoneun 1955nyeon 6wol 9ilbuteo 16ilkkaji daegujiphoereul machigo iljuil dwiin 6wol 23ilbuteo 30ilkkaji yongsan guningyohoeeseo jiphoereul gajisyeotda,"God held a meeting in the Pupil Church from June 23 to 30, a week after his codification from June 9 to 16, 1955.",7
"신문에 나간 ‘국군 장병 심령 대부흥회’란 광고나 ‘하나님 편의 백만 정의군은 천만 불의병을 격멸한다’란 문구나 6월 25일이 포함된 집회 기간이나, 여섯번째 집회인 용산 군인교회 집회는 전쟁으로 인해 지친 이나라 이민족, 특히 국군장병들을 위한 집회이기도 했을 것이란 생각을 해본다","sinmune nagan ‘gukgun jangbyeong simryeong daebuheunghoe’ran gwanggona ‘hananim pyeonui baekman jeonguiguneun cheonman buruibyeongeul gyeokmyeolhanda’ran munguna 6wol 25iri pohamdoen jiphoe giganina, yeoseotbeonjjae jiphoein yongsan guningyohoe jiphoeneun jeonjaengeuro inhae jichin inara iminjok, teukhi gukgunjangbyeongdeureul wihan jiphoeigido haesseul geosiran saenggageul haebonda","I wonder if the announcement in the paper, ""The National Guards and the Gods, the One-million Justice Force, destroys ten million peoples"" -- or the 6th rally, which includes the 25th of June -- would have been a gathering for this nation, especially the military soldiers, who were tired of the war.",10
"지금까지 육군본부 집회라고도 하였고, 군인교회 집회라고도 하여 군인교회가 육군본부 내에 있는 줄 알았는데, 그게 아니었다","jigeumkkaji yukgunbonbu jiphoeragodo hayeotgo, guningyohoe jiphoeragodo hayeo guningyohoega yukgunbonbu naee itneun jul aratneunde, geuge anieotda","I thought the military church was inside the military headquarters, but it wasn't.",7
6월 24일 그 자리를 찾아갔다,6wol 24il geu jarireul chajagatda,I went to his place on the 24th of June.,3
50년전 그 자리를 찾아가보니 50년전에는 3층이었다는 용산우체국이 이제는 5층 건물로 그 자리에 있었다,50nyeonjeon geu jarireul chajagaboni 50nyeonjeoneneun 3cheungieotdaneun yongsanuchegugi ijeneun 5cheung geonmulro geu jarie isseotda,"50 years ago, I went to that place, and I found that 50 years ago, the Dragon King's post office was now a five-story building.",6
그 우체국 왼쪽 길로 들어가니 막다른 길 끝에는 군인이 보초를 서고 있었다,geu ucheguk oenjjok gilro deureogani makdareun gil kkeuteneun gunini bochoreul seogo isseotda,"On the left side of the post office, a soldier stood guard at the end of the block.",6
"그 오른쪽 언덕배기에 위치한 군인교회는 그 자리에서 몇차례에 걸친 증축을 하였는지 부속건물들이 많이 들어섰고, 집회가 열렸던 교회 옆 광장엔 국방부가 들어서 군인교회 앞으로 후문이 나있었다","geu oreunjjok eondeokbaegie wichihan guningyohoeneun geu jarieseo myeotcharyee geolchin jeungchugeul hayeotneunji busokgeonmuldeuri mani deureoseotgo, jiphoega yeolryeotdeon gyohoe yeop gwangjangen gukbangbuga deureoseo guningyohoe apeuro humuni naisseotda","On the right side of the hill, the military church, which was on the side side side of the church, had a number of additions, and in the square next to the one where the meeting was held, the Ministry of Defense stood up in front of the military church.",9
아까 군인이 지키던 문이 바로 국방부 후문이다,akka gunini jikideon muni baro gukbangbu humunida,The door that the soldier was protecting is the rear of the Defense Department.,4
용산 군인교회는 그 자리에 국군중앙교회라는 이름을 달고 있었다,yongsan guningyohoeneun geu jarie gukgunjunganggyohoeraneun ireumeul dalgo isseotda,The Sacrificial Church was named the Central Church of the National Army.,4
군인교회 집회이기는 하나 군인만 대상으로 한 집회는 아니었을 것이다,guningyohoe jiphoeigineun hana guninman daesangeuro han jiphoeneun anieosseul geosida,"It's a military church, but it's not just soldiers.",5
광고에도 보이지만 ‘민간인 참석도 환영’한다는 문구는 누구에게라도 열린 집회였을 것이다,gwanggoedo boijiman ‘minganin chamseokdo hwanyeong’handaneun munguneun nuguegerado yeolrin jiphoeyeosseul geosida,"It's in the commercials, but the phrase, "" Welcome to the civilian presence"" was open to anyone.",5
군인교회 집회 첫날인 23일 저녁집회부터 참가를 하며 많은 은혜를 받고 집회 기간 내내 참석을 했다는 정봉학승사(79,guningyohoe jiphoe cheotnarin 23il jeonyeokjiphoebuteo chamgareul hamyeo maneun eunhyereul batgo jiphoe gigan naenae chamseogeul haetdaneun jeongbonghakseungsa(79,"From the 23rd evening meeting, the first day of a military church, I've had a high school honor to attend the entire assembly.",7
"기장신앙촌)는 집회장에서 손원일 국방장관의 부인인 홍은혜여사가 나와서 독창을 하고, 윤치영 장관이 나와 간증을 하는 것을 보고 “저런 분들이 나와서 은혜 받은 이야기를 하는 것을 보니 무언가 있긴 있는가보다","gijangsinangchon)neun jiphoejangeseo sonwonil gukbangjanggwanui buinin hongeunhyeyeosaga nawaseo dokchangeul hago, yunchiyeong janggwani nawa ganjeungeul haneun geoseul bogo “jeoreon bundeuri nawaseo eunhye badeun iyagireul haneun geoseul boni mueonga itgin itneungaboda","He saw Hong Hye-hyeop, the wife of the Minister of Defense, come out of the rally, do a solo act, and he said, ""I've seen you guys come out and tell a gracious story, and there's more to it than anything else.",10
”하는 맘이 들면서 더욱 마음이 열렸다고 했다,”haneun mami deulmyeonseo deouk maeumi yeolryeotdago haetda,I've been more open to it. ’,4
새벽집회는 새벽 4시부터 시작되었다,saebyeokjiphoeneun saebyeok 4sibuteo sijakdoeeotda,The dawn meeting began at 4:00 a.m.,3
그러면 단에 서신 하나님께서 간단한 말씀을 하시고는 그곳에 모인 사람들을 일일히 안수를 하시고 다시 단에 서신 후에 본격적인 집회가 시작되었다고 한다,geureomyeon dane seosin hananimkkeseo gandanhan malsseumeul hasigoneun geugose moin saramdeureul irilhi ansureul hasigo dasi dane seosin hue bongyeokjeogin jiphoega sijakdoeeotdago handa,"Then, when the god who came to the altar said a simple thing, he put his hands on all the people who gathered there, and then he wrote to the altar again, and the whole assembly began.",9
“집회로 치면 둘째날이죠,“jiphoero chimyeon duljjaenarijyo,“ It's the second day of the meeting.,2
처음 안수를 받고나니 온 몸에 전기가 오듯 했어요,cheoeum ansureul batgonani on mome jeongiga odeut haesseoyo,"The first time I got my hands on her, it was like there was electricity all over her.",4
그런데 하나님께서 단에 서신 후에 하시는 말씀이 ‘가지 각색으로 은혜를 체험했을 것입니다,geureonde hananimkkeseo dane seosin hue hasineun malsseumi ‘gaji gaksaegeuro eunhyereul cheheomhaesseul geosipnida,"But then God said to him after writing to the altar, ""I'm sure you've been blessed in all kinds of ways.",6
전기가 오듯 한 사람은 손을 들어보세요,jeongiga odeut han sarameun soneul deureoboseyo,"The person with the power, raise your hand.",3
’하시자 이건 내 이야기다 싶어서 손을 번쩍 들었어요,’hasija igeon nae iyagida sipeoseo soneul beonjjeok deureosseoyo,This is my story. I've got my hands all over it.,4
안수를 받고나니 한없이 눈물이 흐르면서 회개가 되는데 군복을 입은 한 여자군인이 또 그렇게 우는 것을 보았어요,ansureul batgonani haneopsi nunmuri heureumyeonseo hoegaega doeneunde gunbogeul ibeun han yeojagunini tto geureoke uneun geoseul boasseoyo,"After receiving my hands full of tears and repentance, I saw a girl soldier in uniform crying like that again.",7
”라고 했다,”rago haetda,"“ I don’t know, ” he said.",1
정승사가 50년 전에 보았던 그 여군은 바로 김경숙(73)퇴임관장이었다,jeongseungsaga 50nyeon jeone boatdeon geu yeoguneun baro gimgyeongsuk(73)toeimgwanjangieotda,The woman I saw 50 years ago by the finish line was Kim Jong-sook.,4
김관장은 당시 육군본부 정훈감실에 근무하는 현역 소위였는데 하나님의 집회를 알리는 포스터를 직접 그리고 곳곳에 내다 붙였다,gimgwanjangeun dangsi yukgunbonbu jeonghungamsire geunmuhaneun hyeonyeok sowiyeotneunde hananimui jiphoereul alrineun poseuteoreul jikjeop geurigo gotgose naeda butyeotda,"Mr. Kim was then the director of the military's office, and he put out posters to show God's rally, and he put them all over the place.",7
그리고 집회 내내 참석하며 많은 은혜를 받았다,geurigo jiphoe naenae chamseokhamyeo maneun eunhyereul badatda,"And I've been there all day, and I've received a lot of favors.",4
